id,name,url,router,cover,rating,developer,released,updated,technology,platform,classification,class,wiki,description,tags,embed
2752,Infinite Heroes,https://www.crazygames.com/game/infinite-heroes,infinite-heroes,https://images.crazygames.com/infinite-heroes/20221128183006/infinite-heroes-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.7,Mirra Games,December 2022,,HTML5,"Browser (desktop,mobile,tablet)",Games » Action » Puzzle » Card,Action,,"Infinite Heroes is a board card game where you must join the magical world of adventure. Challenge the monster army and defeat the demon. Simple at first glance, the game will present you with complex challenges. Creatures, artifacts, portals, spells, and heroes. Play as a tireless adventurer, a powerful magician, a great warlock, or any of the eight heroes! Get loot and treasure to win. As you progress, the strength of your opponents will also grow, and to win, you need to think through every step.","Action, Battle, Board, Magic, Card, Monster, Hero, 2D, Logic, Mouse",https://www.crazygames.com/embed/infinite-heroes
2753,Infection Z,https://www.crazygames.com/game/infection-z,infection-z,https://images.crazygames.com/infection-z/20221028124733/infection-z-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.6,Fly Troll Studio,October 2022,January 2023,HTML5 (Unity WebGL),Browser (desktop-only),Games » Action » Horror » Zombie,Action,,"Infection Z is an action game where after the unsuccessful experiment to create genetically modified soldiers, a terrible virus infected people. Some cities were attacked by this virus, and their inhabitants have turned into scary monsters. You and a detachment of elite fighters are sent to the center of the epidemic, where the bunker is located, in which the experiments were carried out. You will have to make your way through the crowd of zombies to get to your goal. Along the way, you will find a lot of different weapons that you can use to kill the monsters. You can also experience your power in the arena.","Action, Arena, Zombie, Monster, Survival, FPS, Killing",https://www.crazygames.com/embed/infection-z
2754,Cardboard House,https://www.crazygames.com/game/cardboard-house,cardboard-house,https://images.crazygames.com/cardboard-house/20221003181502/cardboard-house-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.3,mysteriousbox,October 2022,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Adventure » Puzzle » Escape,Adventure,,"Cardboard House is a puzzle escape game where you have to use your logic to solve the mystery. A family moves into a new house, and the father, who was working hard on the move, finds himself trapped in a house made entirely of cardboard boxes. Will he be able to escape from the house?","Adventure, 3D, Point and Click, Escape, Logic, Mouse",https://www.crazygames.com/embed/cardboard-house
2755,Let Me Eat 2 Feeding Madness,https://www.crazygames.com/game/let-me-eat-2-feeding-madness,let-me-eat-2-feeding-madness,https://images.crazygames.com/let-me-eat-2-feeding-madness/20220929101542/let-me-eat-2-feeding-madness-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.2,Gate Game,October 2022,October 2022,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Casual » Water,Casual,,"Let Me Eat 2: Feeding Madness is an arcade game where you have to control several fast-growing marine predators who are out to uncover a mystery lurking in the ocean. The aim of the game is to avoid predators and obstacles while eating other smaller fish and creatures, eventually reaching the top of the food chain. There are 60 new levels that feature scenery such as new underwater worlds, coral reefs, deep sea caves, and sunken ships, as well as above-water challenges. The story mode has the player control a small butterflyfish named Bufi. Bufi eats his way to the top of the food chain. Along the way, the player encounters new prey and predators, both friendly and unfriendly, and must stop a secret fish, ""The Who,"" from destroying the ocean.","Casual, Grow, Water, Avoid, Fishing, Survival, Animal, Mouse, Collect",https://www.crazygames.com/embed/let-me-eat-2-feeding-madness
2756,Blubble io,https://www.crazygames.com/game/blubble-io,blubble-io,https://images.crazygames.com/blubble-io/20220909170041/blubble-io-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8,Aiyra,September 2022,,HTML5 (Unity WebGL),Browser (desktop-only),Games » .io » Action » Survival,.io,,Blubble.io is an io game where you play as a robot who shoots your blubble at your robot opponents to destroy them. Collect coins and unlock new customization options for your Blubble.,".io, Avoid, Top-Down, Battle, Arena, Destroy, Physics, Survival, Skill, Mouse, Collect",https://www.crazygames.com/embed/blubble-io
2757,Strawberella,https://www.crazygames.com/game/strawberella,strawberella,https://images.crazygames.com/strawberella/20220708111336/strawberella-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Beauty » Dress Up,Beauty,,"Strawberella is a beauty game to make this strawberry princess-inspired to be very beautiful. Dress up the princess with a pink dress, makeup to glamming her up like never before, and accessorize her looks beyond imagination.","Beauty, Dress Up, Fashion, Makeup, Mouse, Gamerina, Princess",https://www.crazygames.com/embed/strawberella
2758,Hard Game 2,https://www.crazygames.com/game/hard-game-2,hard-game-2,https://images.crazygames.com/hard-game-2/20220325215951/hard-game-2-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.7,MartyPartyFun,March 2022,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Casual » Arcade » Platform,Casual,,"Hard Game 2 is a platform game where you must reach the finish point by passing through the obstacles. You need to jump around, dash, and slide to avoid obstacles; otherwise, you'll need to start over. Always know that you can take a break in this challenging game.","Casual, Avoid, Jumping, Difficult, Side Scrolling, Platform, 2D, Obstacle, Skill",https://www.crazygames.com/embed/hard-game-2
2759,TikTok Braided Hairstyles,https://www.crazygames.com/game/tiktok-braided-hairstyles,tiktok-braided-hairstyles,https://images.crazygames.com/games/tiktok-braided-hairstyles/cover_16x9-1699327420991.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.7,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Beauty » Hair,Beauty,,"Braided Hairstyles Fashion is a beauty game to be the coolest hairstylist! Meet our two main characters: Regina and Kiki and show your braiding skill. Brian, the hairstylist will tell you how it's done. Once you've got the perfect braid for the girls, customize it even more! Put on some accessories, clothes, change the hair color, whatever your heart desires!","Beauty, Dress Up, Fashion, Mouse, Gamerina",https://www.crazygames.com/embed/tiktok-braided-hairstyles
2760,Fashion Box Glam Diva,https://www.crazygames.com/game/fashion-box-glam-diva,fashion-box-glam-diva,https://images.crazygames.com/fashion-box-glam-diva/20220311100454/fashion-box-glam-diva-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.9,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Beauty » Dress Up,Beauty,,"Fashion Box: Glam Diva is a beauty and fashion game to help Bonnie, who is one of the first influencers, to make her look stunning. Let's see what chic look you can put together for our beautiful fashionista.","Beauty, Dress Up, Fashion, Makeup, Mouse, Gamerina",https://www.crazygames.com/embed/fashion-box-glam-diva
2761,Crazy Parkour,https://www.crazygames.com/game/crazy-parkour,crazy-parkour,https://images.crazygames.com/games/crazy-parkour/cover_16x9-1717691695814.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.3,Bëor Games,March 2022,June 2024,HTML5 (Unity WebGL),Browser (desktop-only),Games » Sports » Parkour,Sports,,"Crazy Parkour is an adrenaline-pumping, action-packed game that will test your agility and endurance. Take on challenging obstacles and master the art of parkour as you jump, climb, and run through a variety of environments. With realistic physics and a variety of characters to choose from, you'll be hooked for hours on end. Show off your skills and play with others online. Play Crazy Parkour now and experience the ultimate parkour experience on a web browser.","Sports, Sandbox, Stunt, Parkour, Avoid, 3D, Jumping, Physics, Platform, Skill, Multiplayer",https://www.crazygames.com/embed/crazy-parkour
2762,BFFs Black Friday Shopping,https://www.crazygames.com/game/bffs-black-friday-shopping,bffs-black-friday-shopping,https://images.crazygames.com/bffs-black-friday-shopping/20211119145919/bffs-black-friday-shopping-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.9,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Beauty » Dress Up,Beauty,,BFFs Black Friday Shopping is a dress-up game to help five friends enjoy the festivities of the Black Friday sale.,"Beauty, Dress Up, Fashion, Gamerina",https://www.crazygames.com/embed/bffs-black-friday-shopping
2763,Two Timin Towers,https://www.crazygames.com/game/two-timin-towers,two-timin-towers,https://images.crazygames.com/two-timin-towers/20210329105426/two-timin-towers-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.5,Two-Timin' Towers,March 2021,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Action » Defense » Tower Defense,Action,,Two-Timin' Towers is a tower defense game with a twist in which your towers have friendly fire and you have to beat waves of increasingly challenging enemies.,"Action, Avoid, Defense, Tower Defense, Monster, 2D, Skill",https://www.crazygames.com/embed/two-timin-towers
2764,Miner Cat 4,https://www.crazygames.com/game/miner-cat-4,miner-cat-4,https://images.crazygames.com/miner-cat-4/20210325171115/miner-cat-4-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,Coltroc,March 2021,,HTML5,Browser (desktop-only),Games » Adventure » Cute » Animal » Cat,Adventure,,Miner Cat 4 is a side-view Minecraft-inspired game with a Scratch cat character!,"Adventure, Scratch, Pixel, Minecraft, Side Scrolling, Cute, 2D, Cat, Block",https://www.crazygames.com/embed/miner-cat-4
2765,Retro Car Driver,https://www.crazygames.com/game/retro-car-driver,retro-car-driver,https://images.crazygames.com/games/retro-car-driver/cover-1585219307445.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.5,,,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Driving » Car,Driving,,,"Driving, Parking, 3D, 1 Player, Classic, Car, Collect, Mission",https://www.crazygames.com/embed/retro-car-driver
2766,Kogama Dungeon Run,https://www.crazygames.com/game/kogama-dungeon-run,kogama-dungeon-run,https://images.crazygames.com/games/kogama-dungeon-run/thumb-1582825603094.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.5,Multiverse ApS,January 2020,,HTML5,Browser (desktop-only),Games » Action » Arcade » Running,Action,,,"Action, 3D, Running, Monster, Multiplayer, Kogama",https://www.crazygames.com/embed/kogama-dungeon-run
2767,Kamaz Truck Driver,https://www.crazygames.com/game/kamaz-truck-driver,kamaz-truck-driver,https://images.crazygames.com/kamaz-truck-driver-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.5,Fly Troll Studio,January 2020,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Driving » Truck,Driving,,Drive the legendary Kamaz truck and feel its power to navigate through different missions.,"Driving, Parking, Truck, 3D, Mission",https://www.crazygames.com/embed/kamaz-truck-driver
2768,Field Goal FRVR,https://www.crazygames.com/game/field-goal-frvr,field-goal-frvr,https://images.crazygames.com/games/field-goal-frvr/thumb-1577462545536.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9,Chris Benjaminsen,February 2022,,HTML5,"Browser (desktop,mobile,tablet)",Games » Sports » Football,Sports,,Field Goal FRVR is an arcade game to kick the balls and score field goals!,"Sports, Football, Physics, Ball, Mouse",https://www.crazygames.com/embed/field-goal-frvr
2769,Kogama Christmas Runner,https://www.crazygames.com/game/kogama-christmas-runner,kogama-christmas-runner,https://images.crazygames.com/games/kogama-christmas-runner/thumb-1576149020144.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,Multiverse ApS,December 2019,,HTML5,Browser (desktop-only),Games » Action » Arcade » Running,Action,,,"Action, Parking, 3D, Running, Christmas, Multiplayer, Kogama",https://www.crazygames.com/embed/kogama-christmas-runner
2770,Kogama Sonic Dash 2,https://www.crazygames.com/game/kogama-sonic-dash-2,kogama-sonic-dash-2,https://images.crazygames.com/games/kogama-sonic-dash-2/thumb-1552399536544.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.2,Multiverse ApS,February 2019,,HTML5,Browser (desktop-only),Games » Casual » Parkour,Casual,,Kogama: Sonic Dash 2 is another amazing game from the exciting world of Kogama! This game from the Kogama world takes inspiration from the fun SEGA title Sonic Dash.,"Casual, Parkour, Multiplayer, Kogama",https://www.crazygames.com/embed/kogama-sonic-dash-2
2771,Superhero Taxi,https://www.crazygames.com/game/super-hero-off-road-taxi-driving,super-hero-off-road-taxi-driving,https://images.crazygames.com/superherooffroadtaxidriving.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,DeWise Studios,July 2018,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Driving,Driving,,Superhero Taxi is the fun arcade game in which you will need to pick up superheroes and drop them off at their destinations. Sometimes even superheroes need a little bit of help and this time they need you. Make sure you pick up and successfully drop off as many heroes in the time limit as you can.,"Driving, Superhero, 3D, Car, Drifting, Speed",https://www.crazygames.com/embed/super-hero-off-road-taxi-driving
2772,ShooterZ,https://www.crazygames.com/game/shooterz,shooterz,https://images.crazygames.com/shooterz.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,,,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Action » Shooting » FPS,Action,,"ShooterZ is an awesome first person shooter game set in the blocky and pixelated world of Minecraft! You can choose any one of the fun characters in the game to play is and try to survive against hordes of pixelated zombies! You must find food and water to keep your energy levels up and replenish your health, and you must also mine materials so you can craft tools and weapons.","Action, Minecraft, 3D, Survival, Crafting, FPS, Killing",https://www.crazygames.com/embed/shooterz
2773,Kogama ParkourWood,https://www.crazygames.com/game/kogama-parkourwood,kogama-parkourwood,https://images.crazygames.com/kogamaparkourwood.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,Multiverse ApS,January 2018,,HTML5,Browser (desktop-only),Games » Adventure » Parkour,Adventure,,"Kogama: Parkour Wood is another fantastic instalment of the cool Kogama Parkour series. In this title you must use your skill, timing and reactions to work your way through a series of challenging mazes and obstacles. Use teh WASD keys to move your character, and use the Space bar to jump over obstacles.","Adventure, Parkour, Avoid, 3D, Multiplayer, Kogama",https://www.crazygames.com/embed/kogama-parkourwood
2774,Kogama Christmas Parkour,https://www.crazygames.com/game/kogama-christmas-parkour,kogama-christmas-parkour,https://images.crazygames.com/kogamachristmasparkour.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.2,Multiverse ApS,December 2017,,HTML5,Browser (desktop-only),Games » Action » Parkour,Action,,Kogama Christmas Parkour is an awesome running game based in the epic blocky world of Kogama. This particular title has a brilliant Christmas theme and is a great game to play during the festive period! The aim of the game is simple - you must navigate across the various objects and platforms using your parkour skill and be the first player to touch the flag at the end.,"Action, Parkour, Jumping, Christmas, Platform, Kogama",https://www.crazygames.com/embed/kogama-christmas-parkour
2775,Grand Action Simulator New York Car Gang,https://www.crazygames.com/game/grand-action-simulator-new-york-car-gang,grand-action-simulator-new-york-car-gang,https://images.crazygames.com/grandactionsimulatornewyorkcargang.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9,HGames-ArtWorks,December 2018,,HTML5 (Unity WebGL),"Browser (desktop-only),App Store(Android)",Games » Action,Action,,Grand Action Simulator: New York Car Gang is an awesome open world crime game with similarities to the popular GTA series. You must take the role of a ruthless criminal with city-wide aspirations – he wants to rule a crime empire and take over NYC using any means necessary. Explore the cityscape and collect money using whatever methods you feel are appropriate.,"Action, GTA, 3D, Car, Gun, Mission, Fighting",https://www.crazygames.com/embed/grand-action-simulator-new-york-car-gang
2776,Kogama Parkour Professional,https://www.crazygames.com/game/kogama-parkour27,kogama-parkour27,https://images.crazygames.com/games/kogama-parkour27/cover-1656434621882.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,Multiverse ApS,November 2017,,HTML5,Browser (desktop-only),Games » Action » Parkour,Action,,Kogama Parkour Professional is an epic parkour game where you can use your skill to jump around like a pro. Have fun!,"Action, Parkour, 3D, Jumping, Monster, Multiplayer, Collect, Kogama",https://www.crazygames.com/embed/kogama-parkour27
2777,WorldZ,https://www.crazygames.com/game/worldz,worldz,https://images.crazygames.com/worldz.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.9,,,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Shooting » FPS,Shooting,,,"Shooting, Minecraft, 3D, Zombie, Gun, Survival, Crafting",https://www.crazygames.com/embed/worldz
2778,Papa s Freezeria,https://www.crazygames.com/game/papas-freezeria,papas-freezeria,https://images.crazygames.com/games/papas-freezeria/cover-1673879293069.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.9,,,,,"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Casual » Food » Restaurant,Casual,,Manage an ice cream shop in Papa’s Freezeria! Papa Louie is out of town and has left you in charge of the Freezeria. Make the perfect sundaes for customers enjoying summer vacation in this classic restaurant management game.,"Casual, Food, Cooking, Restaurant, Skill, Tycoon, Management, Flash, Papa's",https://www.crazygames.com/embed/papas-freezeria
2779,Paper Plane Jam 3d,https://www.crazygames.com/game/paper-plane-jam-3d,paper-plane-jam-3d,https://images.crazygames.com/paper-plane-jam-3d_16x9/20240904075128/paper-plane-jam-3d_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,6.9,Supertoon Studios,September 2024,September 2024,HTML5 (Unity WebGL),"Browser (desktop-only),App Store(Android)",Games » Puzzle » Logic,Puzzle,,"Paper Plane Jam 3D is a logic puzzle game where your goal is to guide all the paper planes to the correct place. Sort the planes, navigate through intricate mazes, and solve challenging puzzles as you take your paper plane to success. With a variety of engaging puzzles, you’ll test your problem-solving skills in different environments, each with increasing difficulty. Enjoy smooth controls that make the gameplay experience immersive. Let's play!","Puzzle, Relaxing, Strategy, 2D, Logic, Mouse",https://www.crazygames.com/embed/paper-plane-jam-3d
2780,Escape Series,https://www.crazygames.com/game/escape-series,escape-series,https://images.crazygames.com/escape-series_16x9/20240830032447/escape-series_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.3,Isotronic,September 2024,September 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Adventure » Puzzle » Escape,Adventure,,"Escape Series is an adventure puzzle game where your mission is to search for useful items in various rooms to aid in your escape. Carefully examine every detail around you and use your logic to solve the challenging riddles that stand in your way. Each room presents unique puzzles, requiring sharp observation and clever thinking. Find the clues, solve the puzzles, and make your escape!","Adventure, Mobile, Point and Click, Escape, Logic, Mouse",https://www.crazygames.com/embed/escape-series
2781,Word Connect Multiplayer,https://www.crazygames.com/game/word-connect-multiplayer,word-connect-multiplayer,https://images.crazygames.com/word-connect-multiplayer_16x9/20240820033327/word-connect-multiplayer_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.6,DoonDookStudio,August 2024,September 2024,HTML5,"Browser (desktop,mobile,tablet)",Games » Puzzle » Word,Puzzle,,"Word Connect Multiplayer is a fast-paced word game where you and an opponent race to solve the same crossword. Earn points by quickly finding words and activating combo multipliers. Use hints, magnifiers, and skips to outsmart your opponent. With endless puzzles, every match challenges your vocabulary and speed. Test your skills and see who connects words the fastest!","Puzzle, Mobile, Word, Mouse, Multiplayer, Brain",https://www.crazygames.com/embed/word-connect-multiplayer
2782,Buggy Kart Racing,https://www.crazygames.com/game/buggy-kart-racing,buggy-kart-racing,https://images.crazygames.com/buggy-kart-racing_16x9/20240808071014/buggy-kart-racing_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.5,,,,HTML5 (Unity WebGL),"Browser (desktop-only),App Store(Android)",Games » Casual » Driving » Racing,Casual,,"Buggy Kart Racing is an exhilarating experience where you race on impossible tracks high in the sky. Customize your cars for high-speed stunts, tackle dangerous obstacles, and prove yourself as the ultimate ramp master. Experience stunning graphics, realistic physics, and thrilling jumps as you conquer challenging levels and showcase your stunt-driving skills.","Casual, 3D, Simulation, Car, Racing, Speed",https://www.crazygames.com/embed/buggy-kart-racing
2783,Devil s Road,https://www.crazygames.com/game/devil-s-road,devil-s-road,https://images.crazygames.com/devil-s-road_16x9/20240715082830/devil-s-road_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.9,AzusDex,July 2024,July 2024,HTML5,"Browser (desktop,mobile,tablet),App Store(Android)",Games » Casual » Arcade » Platform,Casual,,"Devil's Road is an exciting arcade platformer game that tests your agility and reflexes. Navigate dangerous caves filled with deadly traps like spikes, moving floors, and flying saws. With short, challenging levels, intuitive controls, and beautiful pixel art graphics, you’ll need maximum attention and quick reactions to succeed. Can you master the perilous paths of Devil's Road?","Casual, Pixel, Parkour, Avoid, Jumping, Platform, 2D, Obstacle, Brain",https://www.crazygames.com/embed/devil-s-road
2784,Dino Hunting Jurassic World,https://www.crazygames.com/game/dino-hunting-jurassic-world,dino-hunting-jurassic-world,https://images.crazygames.com/dino-hunting-jurassic-world_16x9/20240425061518/dino-hunting-jurassic-world_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.8,Apex Logics,May 2024,May 2024,HTML5 (Unity WebGL),"Browser (desktop-only),App Store(iOS,Android)",Games » Shooting » Cute » Animal » Dinosaur,Shooting,,"Dino Hunting Jurassic World is an exhilarating dinosaur-hunting adventure where you step into a Jurassic world. Take on the role of a dino hunter, armed with the latest firearms and sniper rifles, and embark on a quest to protect the world from deadly dinosaurs. Navigate through various jungles and track down your prey while facing unique challenges and realistic sound effects that bring the experience to life.","Shooting, Dinosaur, Zombie, Gun, Survival, Animal, Mission, FPS, Killing",https://www.crazygames.com/embed/dino-hunting-jurassic-world
2785,Find them all,https://www.crazygames.com/game/find-them-all,find-them-all,https://images.crazygames.com/find-them-all_16x9/20231213140316/find-them-all_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.6,GameEver,December 2023,January 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Puzzle » Quiz » Trivia,Puzzle,,"Find them all is a puzzle game that sharpens your cognitive skills. Uncover hidden objects and crack puzzles, but beware – appearances can be deceiving! With each level, embrace creative thinking to solve mysteries. Time to unwind and elevate your brainpower. Embark on this enthralling journey and discover the unexpected. Ready to test your wits? Engage with ""Mind Explorer"" for a mentally stimulating experience.","Puzzle, Quiz, Logic, Trivia, Mouse, Brain",https://www.crazygames.com/embed/find-them-all
2786,WORM online game,https://www.crazygames.com/game/worm,worm,https://images.crazygames.com/worm_16x9/20231221084654/worm_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.8,Eray Zeşen,November 2023,January 2024,HTML5,"Browser (desktop,mobile,tablet)",Games » Puzzle » Arcade,Puzzle,,"WORM is a fun puzzle game where you guide a cheerful worm to its destination hole through strategic moves. Engage your problem-solving skills as you navigate obstacles and twists, unraveling each level's unique puzzle. Enjoy the whimsical journey of maneuvering your worm friend to success, one clever move at a time. Wormy Wonders promises a delightful brain-teasing experience for puzzle enthusiasts.","Puzzle, Pixel, 2D, Logic, Brain, Arcade",https://www.crazygames.com/embed/worm
2787,Gang Brawlers,https://www.crazygames.com/game/gang-brawlers,gang-brawlers,https://images.crazygames.com/gang-brawlers_16x9/20231108030941/gang-brawlers_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.1,RHM Interactive,November 2023,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Action » Fighting,Action,,"Gang Brawlers is an action game that thrusts you into perilous streets. Unleash chaos as you obliterate boxes, gather items, and combat the forces of evil. Team up with a friend for a co-op journey or face off against them in 2P fighting mode. Don't forget to pocket those precious coins to boost your character's prowess at the store. Let the epic adventure commence!""","Action, 2 Player, 3D, Destroy, Side Scrolling, Collect, Fighting, Killing",https://www.crazygames.com/embed/gang-brawlers
2788,Mr Stretch and the Stolen Fortune,https://www.crazygames.com/game/mr-stretch-and-the-stolen-fortune,mr-stretch-and-the-stolen-fortune,https://images.crazygames.com/mr-stretch-and-the-stolen-fortune_16x9/20231227165550/mr-stretch-and-the-stolen-fortune_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.6,Michael Knight,October 2023,December 2023,HTML5 (Unity WebGL),"Browser (desktop-only),Steam",Games » Casual » Arcade » Snake,Casual,,"Mr. Stretch and the Stolen Fortune is a casual puzzle game where you are on a quest to reclaim stolen fortune. Mr. Stretch lost to an old enemy he can't quite remember. Return to the manor, gather your treasure, and uncover secrets from the past. Stretch between platforms, avoid spooks, and beat the game with gem combos and par scores. This demo offers 20 levels, journal entries, and a secret Artifact Vault.","Casual, Avoid, Snake, Controller, Platform, 2D, Obstacle, Collect",https://www.crazygames.com/embed/mr-stretch-and-the-stolen-fortune
2789,Undercroft Warriors,https://www.crazygames.com/game/undercroft-warriors,undercroft-warriors,https://images.crazygames.com/undercroft-warriors_16x9/20230920022436/undercroft-warriors_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,Fuzzy,September 2023,August 2024,HTML5,"Browser (desktop-only),Steam",Games » Action » Battle,Action,,"Undercroft Warriors is an intense battle game against hordes from the underworld. With unique weapons and abilities for each agent, you'll strive for a high score as you face increasingly massive enemy waves. Keep the pressure on to boost your multiplier, but beware, relenting means a certain overwhelm. The game's pixel-perfect art style adds to the addictive gameplay loop. Are you ready for the challenge?","Action, Horde Survival, Pixel, Top-Down, Battle, Controller, 2D, Survival",https://www.crazygames.com/embed/undercroft-warriors
2790,Girl Coloring Dress Up Games,https://www.crazygames.com/game/girl-coloring-dress-up-games,girl-coloring-dress-up-games,https://images.crazygames.com/girl-coloring-dress-up-games_16x9/20240220110041/girl-coloring-dress-up-games_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.2,ARPAPLUS,August 2023,February 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet),App Store(Android)",Games » Beauty » Art » Coloring,Beauty,,"Girl Coloring Dress Up is a captivating beauty coloring game that offers a new twist on coloring. Immerse yourself in creating your own coloring pages by dressing up dolls and designing backgrounds. With hundreds of color options, textures, patterns, gradients, and even glitter, you can enhance your clothes designing skills. Engage as a doll designer, selecting hairstyles, outfits, and accessories, and experiment with gradients, textures, and patterns to design unique clothes. Create vibrant coloring pages by positioning dolls on chosen pictures, and even share your creations with friends. If you're seeking a coloring app beyond numbers, and you have a passion for dress-up and design, this game promises endless creative fun!","Beauty, Dress Up, Fashion, Coloring, Mouse",https://www.crazygames.com/embed/girl-coloring-dress-up-games
2791,Hidden Shapes Animals,https://www.crazygames.com/game/hidden-shapes-animals,hidden-shapes-animals,https://images.crazygames.com/hidden-shapes-animals/20230704100421/hidden-shapes-animals-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,YAW Studios,July 2023,,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet),Steam",Games » Puzzle » Jigsaw,Puzzle,,"Hidden Shapes Animals is a captivating puzzle game designed to provide a quick and relaxing experience while relieving stress. If you're seeking a moment of tranquility, this game is perfect for you.","Puzzle, Jigsaw, Logic, Animal, Mouse",https://www.crazygames.com/embed/hidden-shapes-animals
